#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5113881  -30.4065974       mus_467   0.3153                           Owers_2011    -99.000    -99.000    -99.000 
 3.5120710  -30.5992529       mus_469   0.0016                           Owers_2011    -99.000    -99.000    -99.000 
 3.3446016  -30.3968567        mus_47   0.2222                           Owers_2011    -99.000    -99.000    -99.000 
 3.5122164  -30.3876908       mus_470   0.3167                           Owers_2011    -99.000    -99.000    -99.000 
 3.5135698  -30.2631771       mus_471   0.1867                           Owers_2011    -99.000    -99.000    -99.000 
 3.5141776  -30.5576608       mus_472   0.9582                           Owers_2011    -99.000    -99.000    -99.000 
 3.5149918  -30.4210996       mus_475   0.3075                           Owers_2011    -99.000    -99.000    -99.000 
 3.5153482  -30.5019144       mus_476   0.0006                           Owers_2011    -99.000    -99.000    -99.000 
 3.5153482  -30.4565685       mus_477   0.3073                           Owers_2011    -99.000    -99.000    -99.000 
 3.5155127  -30.5560696       mus_478   0.2622                           Owers_2011    -99.000    -99.000    -99.000 
 3.5158540  -30.4292268       mus_479   0.3117        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3452703  -30.4830509        mus_48   0.1995                           Owers_2011    -99.000    -99.000    -99.000 
 3.5160068  -30.5497211       mus_480   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.5162081  -30.4757390       mus_481   0.2909                           Owers_2011    -99.000    -99.000    -99.000 
 3.5164961  -30.3993794       mus_482   0.3062                           Owers_2011    -99.000    -99.000    -99.000 
 3.5169299  -30.2197659       mus_483   0.1883                           Owers_2011    -99.000    -99.000    -99.000 
 3.5169107  -30.5422485       mus_484   0.3033                           Owers_2011    -99.000    -99.000    -99.000 
 3.5169849  -30.5302238       mus_486   0.3037                           Owers_2011    -99.000    -99.000    -99.000 
 3.5174064  -30.4920725       mus_487   0.0012                           Owers_2011    -99.000    -99.000    -99.000 
 3.5175297  -30.5637727       mus_488   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.3452432  -30.3465317        mus_49   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.5181998  -30.4134820       mus_491   0.4974                           Owers_2011    -99.000    -99.000    -99.000 
 3.5185816  -30.5673491       mus_492   0.3602                           Owers_2011    -99.000    -99.000    -99.000 
 3.5191873  -30.5007899       mus_494   0.3107                           Owers_2011    -99.000    -99.000    -99.000 
 3.5197996  -30.2514003       mus_495   0.7809                           Owers_2011    -99.000    -99.000    -99.000 
 3.5203502  -30.2567705       mus_496   0.4137                           Owers_2011    -99.000    -99.000    -99.000 
 3.5207676  -30.5574000       mus_497   0.0008                           Owers_2011    -99.000    -99.000    -99.000 
 3.5207002  -30.5809444       mus_498   0.0014                           Owers_2011    -99.000    -99.000    -99.000 
 3.5208613  -30.2885924       mus_499   0.2773                           Owers_2011    -99.000    -99.000    -99.000 
 3.3051382  -30.4319558         mus_5   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.3453405  -30.4708886        mus_50   0.1057                           Owers_2011    -99.000    -99.000    -99.000 
 3.5214123  -30.3032790       mus_501   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5222439  -30.3994971       mus_504   0.3107                           Owers_2011    -99.000    -99.000    -99.000 
 3.5226095  -30.6316948       mus_505   0.1891                           Owers_2011    -99.000    -99.000    -99.000 
 3.5225452  -30.2627694       mus_506   0.3080                           Owers_2011    -99.000    -99.000    -99.000 
 3.5230196  -30.5590885       mus_508   0.4455                           Owers_2011    -99.000    -99.000    -99.000 
 3.3457326  -30.4947766        mus_51   0.2031                           Owers_2011    -99.000    -99.000    -99.000 
 3.5236466  -30.5059201       mus_510   0.3111                           Owers_2011    -99.000    -99.000    -99.000 
 3.5241266  -30.6282166       mus_512   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.5241623  -30.1961007       mus_513   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.5246751  -30.4550158       mus_514   0.3064        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5248754  -30.4096954       mus_515   0.3136                           Owers_2011    -99.000    -99.000    -99.000 
 3.5255808  -30.6229711       mus_517   0.0010                           Owers_2011    -99.000    -99.000    -99.000 
 3.5254649  -30.4919313       mus_518   0.3043        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3459653  -30.2615186        mus_52   0.7765                           Owers_2011    -99.000    -99.000    -99.000 
 3.5259093  -30.6312266       mus_520   0.3065                           Owers_2011    -99.000    -99.000    -99.000 
 3.5260383  -30.5880149       mus_521   0.0007                           Owers_2011    -99.000    -99.000    -99.000 
 3.5268776  -30.4988343       mus_523   0.6952                           Owers_2011    -99.000    -99.000    -99.000 
 3.6389374  -30.5422869      mus_5246   0.7781                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5266969  -30.5274716       mus_525   0.4141                           Owers_2011    -99.000    -99.000    -99.000 
 3.5273655  -30.5806024       mus_527   0.2444                           Owers_2011    -99.000    -99.000    -99.000 
 3.5272851  -30.4953666       mus_528   0.2996                           Owers_2011    -99.000    -99.000    -99.000 
 3.5276874  -30.5345903       mus_529   0.4778                           Owers_2011    -99.000    -99.000    -99.000 
 3.3464701  -30.3770194        mus_53   0.3144                           Owers_2011    -99.000    -99.000    -99.000 
 3.5279794  -30.3941605       mus_530   0.2988                           Owers_2011    -99.000    -99.000    -99.000 
 3.5283981  -30.2229214       mus_531   0.3656                           Owers_2011    -99.000    -99.000    -99.000 
 3.5289638  -30.4437839       mus_532   0.3583                           Owers_2011    -99.000    -99.000    -99.000 
 3.5299208  -30.4062550       mus_535   0.3021        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5299721  -30.4728493       mus_538   0.2711                           Owers_2011    -99.000    -99.000    -99.000 
 3.5305716  -30.2564322       mus_539   0.3102        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3472133  -30.4666759        mus_54   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.5309695  -30.4685612       mus_541   0.0611                           Owers_2011    -99.000    -99.000    -99.000 
 3.5310217  -30.4050853       mus_543   0.3040                           Owers_2011    -99.000    -99.000    -99.000 
 3.5314140  -30.5937400       mus_545   0.1955                           Owers_2011    -99.000    -99.000    -99.000 
 3.5313993  -30.3294192       mus_546   0.3093                           Owers_2011    -99.000    -99.000    -99.000 
 3.5316026  -30.4026016       mus_547   0.3056                           Owers_2011    -99.000    -99.000    -99.000 
 3.3482677  -30.3559951        mus_55   0.3047                           Owers_2011    -99.000    -99.000    -99.000 
 3.5318720  -30.4175518       mus_550   0.3000                           Owers_2011    -99.000    -99.000    -99.000 
 3.5321494  -30.4079617       mus_552   0.3032                           Owers_2011    -99.000    -99.000    -99.000 
 3.5328355  -30.4171406       mus_553   0.2707                           Owers_2011    -99.000    -99.000    -99.000 
 3.5333386  -30.4690582       mus_556   0.3043                           Owers_2011    -99.000    -99.000    -99.000 
 3.5333527  -30.4753642       mus_557   0.4986                           Owers_2011    -99.000    -99.000    -99.000 
 3.6538558  -30.5359632      mus_5571   0.4980                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5335116  -30.4359168       mus_558   0.5623                           Owers_2011    -99.000    -99.000    -99.000 
 3.5342350  -30.5846428       mus_559   0.3605                           Owers_2011    -99.000    -99.000    -99.000 
 3.6900279  -30.5351892      mus_5593   2.5126                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5343981  -30.5752443       mus_560   0.2036                           Owers_2011    -99.000    -99.000    -99.000 
 3.5343422  -30.3321377       mus_561   0.2382                           Owers_2011    -99.000    -99.000    -99.000 
 3.5345141  -30.4671985       mus_562   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.5358542  -30.4320271       mus_566   0.3109                           Owers_2011    -99.000    -99.000    -99.000 
 3.5361355  -30.4839772       mus_567   0.3047                           Owers_2011    -99.000    -99.000    -99.000 
 3.5364494  -30.4468467       mus_568   0.0010                           Owers_2011    -99.000    -99.000    -99.000 
 3.5370047  -30.6213356       mus_570   0.3081                           Owers_2011    -99.000    -99.000    -99.000 
 3.6257441  -30.5358182      mus_5701   0.4973                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5374716  -30.6353763       mus_572   0.2394                           Owers_2011    -99.000    -99.000    -99.000 
 3.5376185  -30.4860156       mus_574   0.6503                           Owers_2011    -99.000    -99.000    -99.000 
 3.7012532  -30.5323505      mus_5758   0.4996                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5382626  -30.6266401       mus_576   0.3271                           Owers_2011    -99.000    -99.000    -99.000 
 3.5384983  -30.4576639       mus_577   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.3512339  -30.3407929        mus_58   0.2597                           Owers_2011    -99.000    -99.000    -99.000 
 3.5394762  -30.4112657       mus_582   0.3177        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5407864  -30.6023005       mus_584   0.3127                           Owers_2011    -99.000    -99.000    -99.000 
 3.5407427  -30.4888909       mus_585   0.4985                           Owers_2011    -99.000    -99.000    -99.000 
 3.5417212  -30.4138774       mus_588   0.3080                           Owers_2011    -99.000    -99.000    -99.000 
 3.6200223  -30.5290454      mus_5897   0.4981                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3512938  -30.3628504        mus_59   0.0005                           Owers_2011    -99.000    -99.000    -99.000 
 3.5420010  -30.5682464       mus_590   0.0007                           Owers_2011    -99.000    -99.000    -99.000 
 3.5420420  -30.3177220       mus_591   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5424812  -30.5545892       mus_593   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5428653  -30.2856502       mus_595   0.0005                           Owers_2011    -99.000    -99.000    -99.000 
 3.5431383  -30.1798977       mus_596   0.4376                           Owers_2011    -99.000    -99.000    -99.000 
 3.5432666  -30.4534997       mus_597   0.2970                           Owers_2011    -99.000    -99.000    -99.000 
 3.6754628  -30.5296221      mus_5973   0.5225                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5436700  -30.2733452       mus_598   0.3128        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5447029  -30.5561701       mus_599   0.0014                           Owers_2011    -99.000    -99.000    -99.000 
 3.3057500  -30.3513610         mus_6   0.0963                           Owers_2011    -99.000    -99.000    -99.000 
 3.3515572  -30.3793579        mus_60   0.2585        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5448745  -30.4196528       mus_600   0.3048                           Owers_2011    -99.000    -99.000    -99.000 
 3.5451637  -30.5168955       mus_601   0.5023                           Owers_2011    -99.000    -99.000    -99.000 
 3.5463552  -30.5194296       mus_602   0.3307                           Owers_2011    -99.000    -99.000    -99.000 
 3.5473163  -30.2344755       mus_604   0.4304                           Owers_2011    -99.000    -99.000    -99.000 
 3.5477530  -30.4599118       mus_606   0.0006                           Owers_2011    -99.000    -99.000    -99.000 
 3.6907974  -30.5262860      mus_6066   0.5239                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5482942  -30.6067542       mus_607   0.3598                           Owers_2011    -99.000    -99.000    -99.000 
 3.5485047  -30.2852948       mus_608   0.0652  Archival_AAT/2dF,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5487796  -30.6347408       mus_611   0.1073                           Owers_2011    -99.000    -99.000    -99.000 
 3.5496041  -30.5823558       mus_612   0.2739                           Owers_2011    -99.000    -99.000    -99.000 
 3.5496706  -30.4942575       mus_613   0.2600                           Owers_2011    -99.000    -99.000    -99.000 
 3.5491054  -30.4907235       mus_614   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.5507756  -30.5060442       mus_616   0.1674                           Owers_2011    -99.000    -99.000    -99.000 
 3.5508331  -30.5700089       mus_617   0.1954                           Owers_2011    -99.000    -99.000    -99.000 
 3.5507768  -30.4911896       mus_618   0.4959                           Owers_2011    -99.000    -99.000    -99.000 
 3.3522985  -30.3776083        mus_62   0.3147                           Owers_2011    -99.000    -99.000    -99.000 
 3.5516915  -30.4270668       mus_622   0.3030                           Owers_2011    -99.000    -99.000    -99.000 
 3.5536533  -30.5552987       mus_626   0.7264                           Owers_2011    -99.000    -99.000    -99.000 
 3.5536090  -30.2194953       mus_627   0.1882                           Owers_2011    -99.000    -99.000    -99.000 
 3.3523800  -30.2566597        mus_63   0.3866                           Owers_2011    -99.000    -99.000    -99.000 
 3.5541808  -30.3015851       mus_630   0.3087                           Owers_2011    -99.000    -99.000    -99.000 
 3.5544029  -30.4688333       mus_632   0.2983                           Owers_2011    -99.000    -99.000    -99.000 
 3.5544856  -30.2254568       mus_633   0.6826                           Owers_2011    -99.000    -99.000    -99.000 
 3.5557032  -30.5088071       mus_635   0.2711                           Owers_2011    -99.000    -99.000    -99.000 
 3.5555079  -30.3160630       mus_637   0.3175                           Owers_2011    -99.000    -99.000    -99.000 
 3.3529498  -30.3585718        mus_64   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5561796  -30.5357389       mus_640   0.0009                           Owers_2011    -99.000    -99.000    -99.000 
 3.5559480  -30.4864796       mus_641   0.3037                           Owers_2011    -99.000    -99.000    -99.000 
 3.5990579  -30.5197693      mus_6418   0.3028                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5567361  -30.2447748       mus_644   0.1413                           Owers_2011    -99.000    -99.000    -99.000 
 3.5571155  -30.3012376       mus_646   0.3081                           Owers_2011    -99.000    -99.000    -99.000 
 3.5576060  -30.3096586       mus_647   0.3551                           Owers_2011    -99.000    -99.000    -99.000 
 3.5576680  -30.4209365       mus_648   0.3084        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3532652  -30.4126643        mus_65   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.5580289  -30.4585491       mus_651   0.3090                           Owers_2011    -99.000    -99.000    -99.000 
 3.5583299  -30.4370605       mus_652   0.4132                           Owers_2011    -99.000    -99.000    -99.000 
 3.5594912  -30.3144489       mus_657   0.0013                           Owers_2011    -99.000    -99.000    -99.000 
 3.5596655  -30.4975141       mus_658   0.5033                           Owers_2011    -99.000    -99.000    -99.000 
 3.5596272  -30.2373817       mus_659   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.3556594  -30.5003762        mus_66   0.5393                           Owers_2011    -99.000    -99.000    -99.000 
 3.5600980  -30.2025648       mus_666   0.2387                           Owers_2011    -99.000    -99.000    -99.000 
 3.6728146  -30.5149176      mus_6691   0.7307                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3566928  -30.3419281        mus_67   0.3101                           Owers_2011    -99.000    -99.000    -99.000 
 3.6081136  -30.5148243      mus_6714   0.3907                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5623218  -30.3077623       mus_676   0.3085                           Owers_2011    -99.000    -99.000    -99.000 
 3.3570702  -30.3452368        mus_68   0.3111                           Owers_2011    -99.000    -99.000    -99.000 
 3.5512115  -30.5094762      mus_6819   0.0639                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5635105  -30.5865030       mus_682   0.2906                           Owers_2011    -99.000    -99.000    -99.000 
 3.5651007  -30.4862290       mus_688   0.4956                           Owers_2011    -99.000    -99.000    -99.000 
 3.5660517  -30.5063474       mus_695   0.4942                           Owers_2011    -99.000    -99.000    -99.000 
 3.6597020  -30.5113452      mus_6955   0.4102                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5659950  -30.4922667       mus_696   0.4982                           Owers_2011    -99.000    -99.000    -99.000 
 3.5663295  -30.5665353       mus_698   0.3616                           Owers_2011    -99.000    -99.000    -99.000 
 3.5665540  -30.5893564       mus_699   0.2743                           Owers_2011    -99.000    -99.000    -99.000 
 3.3060014  -30.3390882         mus_7   0.3087                           Owers_2011    -99.000    -99.000    -99.000 
 3.3594838  -30.3789184        mus_70   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.5484370  -30.3734589  mus_70003476   0.2984                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.5507530  -30.3730080  mus_70003588   0.3175                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.5571226  -30.3743699  mus_70003717   0.4732                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.5001300  -30.3059225  mus_70004057   3.0738                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.4859366  -30.3243566  mus_70004486   4.4607                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.5547824  -30.3784021  mus_70006704   0.3159                   MUSE_DDT_Caminha22    -99.000    -99.000    -99.000 
 3.5678094  -30.5523322       mus_705   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.5678750  -30.6124440       mus_706   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.4938240  -30.5089467      mus_7079   0.4157                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5685230  -30.4603051       mus_708   0.4132                           Owers_2011    -99.000    -99.000    -99.000 
 3.5685658  -30.4887670       mus_709   0.4946                           Owers_2011    -99.000    -99.000    -99.000 
 3.3594312  -30.5273402        mus_71   0.3037                           Owers_2011    -99.000    -99.000    -99.000 
 3.5689041  -30.6366913       mus_710   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.5689914  -30.2628740       mus_711   0.0010                           Owers_2011    -99.000    -99.000    -99.000 
 3.5693455  -30.5372989       mus_712   0.3049                           Owers_2011    -99.000    -99.000    -99.000 
 3.4600000  -30.5060556      mus_7185   0.3594                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6079422  -30.5056360      mus_7194   0.5979                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3599516  -30.5390384        mus_72   0.0919                           Owers_2011    -99.000    -99.000    -99.000 
 3.5719458  -30.5718629       mus_722   0.0629                           Owers_2011    -99.000    -99.000    -99.000 
 3.5403531  -30.5063728      mus_7223   0.6097                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6433986  -30.5066600      mus_7227   0.4345                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5720255  -30.2509346       mus_723   0.6367                           Owers_2011    -99.000    -99.000    -99.000 
 3.7306174  -30.5052708      mus_7234   0.3947                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5720446  -30.5868720       mus_724   0.1994                           Owers_2011    -99.000    -99.000    -99.000 
 3.5721243  -30.2965944       mus_726   0.0635                           Owers_2011    -99.000    -99.000    -99.000 
 3.5589085  -30.5054267      mus_7279   0.3025                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6848587  -30.5048236      mus_7285   0.3037                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3600641  -30.2944547        mus_73   0.4076                           Owers_2011    -99.000    -99.000    -99.000 
 3.5741556  -30.5799687       mus_732   0.6958                           Owers_2011    -99.000    -99.000    -99.000 
 3.5330537  -30.5048681      mus_7361   0.6060                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5754063  -30.1901623       mus_738   0.1875                           Owers_2011    -99.000    -99.000    -99.000 
 3.5753176  -30.5468196       mus_739   0.3038                           Owers_2011    -99.000    -99.000    -99.000 
 3.5759798  -30.4374897       mus_744   0.3140                           Owers_2011    -99.000    -99.000    -99.000 
 3.5760817  -30.1720245       mus_745   0.2462                           Owers_2011    -99.000    -99.000    -99.000 
 3.3609126  -30.3006769        mus_75   1.0498                           Owers_2011    -99.000    -99.000    -99.000 
 3.5598602  -30.5010026      mus_7503   0.4994                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5782826  -30.1599683       mus_752   0.3180                           Owers_2011    -99.000    -99.000    -99.000 
 3.5783096  -30.4811498       mus_753   0.3057                           Owers_2011    -99.000    -99.000    -99.000 
 3.5783423  -30.6088637       mus_754   0.4766                           Owers_2011    -99.000    -99.000    -99.000 
 3.5784922  -30.4481052       mus_756   0.3038                           Owers_2011    -99.000    -99.000    -99.000 
 3.5789339  -30.1935379       mus_759   0.0008                           Owers_2011    -99.000    -99.000    -99.000 
 3.3619492  -30.4206184        mus_76   0.3607                           Owers_2011    -99.000    -99.000    -99.000 
 3.5790297  -30.5438116       mus_760   0.3935                           Owers_2011    -99.000    -99.000    -99.000 
 3.5791023  -30.4969168       mus_761   0.2601                           Owers_2011    -99.000    -99.000    -99.000 
 3.5796024  -30.4662745       mus_763   0.2991                           Owers_2011    -99.000    -99.000    -99.000 
 3.5800814  -30.4805891       mus_766   0.0012                           Owers_2011    -99.000    -99.000    -99.000 
 3.5804711  -30.5751276       mus_767   0.0005                           Owers_2011    -99.000    -99.000    -99.000 
 3.5808629  -30.5329566       mus_771   0.3033                           Owers_2011    -99.000    -99.000    -99.000 
 3.5808253  -30.5229378       mus_772   0.5014                           Owers_2011    -99.000    -99.000    -99.000 
 3.5814144  -30.5081223       mus_777   0.4927                           Owers_2011    -99.000    -99.000    -99.000 
 3.3635420  -30.5093610        mus_78   0.4263                           Owers_2011    -99.000    -99.000    -99.000 
 3.5823513  -30.2078064       mus_780   0.4378                           Owers_2011    -99.000    -99.000    -99.000 
 3.6067475  -30.4952917      mus_7800   0.4983                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5599847  -30.4951563      mus_7801   0.3015                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5826315  -30.1640992       mus_781   0.3184                           Owers_2011    -99.000    -99.000    -99.000 
 3.5829730  -30.5213867       mus_784   0.4991                           Owers_2011    -99.000    -99.000    -99.000 
 3.5832572  -30.2311256       mus_785   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.7467055  -30.4944677      mus_7867   0.1286                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5838842  -30.2455006       mus_788   0.4991                           Owers_2011    -99.000    -99.000    -99.000 
 3.5839924  -30.3236603       mus_790   0.3574                           Owers_2011    -99.000    -99.000    -99.000 
 3.5841651  -30.2039226       mus_792   0.2382                           Owers_2011    -99.000    -99.000    -99.000 
 3.5616858  -30.4916510      mus_7928   0.5010                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5841588  -30.3040328       mus_793   0.3087                           Owers_2011    -99.000    -99.000    -99.000 
 3.4167903  -30.4919718      mus_7932   0.6129                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5841721  -30.4838340       mus_794   3.4690                           Owers_2011    -99.000    -99.000    -99.000 
 3.4830795  -30.4940448      mus_7953   0.3066                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6105300  -30.4921276      mus_7954   0.4795                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6357825  -30.4924786      mus_7955   0.2715                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5842876  -30.5816107       mus_796   0.3921                           Owers_2011    -99.000    -99.000    -99.000 
 3.5846109  -30.4635508       mus_797   0.3031                           Owers_2011    -99.000    -99.000    -99.000 
 3.6601328  -30.4924819      mus_7973   0.1075                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.7003817  -30.4915769      mus_7987   0.4467                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5848986  -30.5300722       mus_799   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.3651960  -30.5529447        mus_80   0.3583                           Owers_2011    -99.000    -99.000    -99.000 
 3.5311161  -30.4912943      mus_8015   0.4223                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5863122  -30.4477584       mus_805   0.3081                           Owers_2011    -99.000    -99.000    -99.000 
 3.5863444  -30.4458555       mus_806   0.3157                           Owers_2011    -99.000    -99.000    -99.000 
 3.7085630  -30.4871532      mus_8061   0.1890                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5862114  -30.5258930       mus_807   0.2577                           Owers_2011    -99.000    -99.000    -99.000 
 3.3653877  -30.5413315        mus_81   0.7508                           Owers_2011    -99.000    -99.000    -99.000 
 3.5872484  -30.5538326       mus_811   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5871250  -30.3226110       mus_812   0.0015                           Owers_2011    -99.000    -99.000    -99.000 
 3.7114887  -30.4901737      mus_8134   0.0531                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5875996  -30.4602938       mus_817   0.3036                           Owers_2011    -99.000    -99.000    -99.000 
 3.5877275  -30.5461806       mus_819   0.1029                           Owers_2011    -99.000    -99.000    -99.000 
 3.3660855  -30.5452615        mus_82   0.2750                           Owers_2011    -99.000    -99.000    -99.000 
 3.6450545  -30.4881520      mus_8214   0.6012                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5880724  -30.2371178       mus_823   0.4494                           Owers_2011    -99.000    -99.000    -99.000 
 3.5880536  -30.3154439       mus_824   0.3598      Boschin_2006,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.7002218  -30.4871442      mus_8261   0.6269                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3674174  -30.2918165        mus_83   0.0007                           Owers_2011    -99.000    -99.000    -99.000 
 3.5890428  -30.1739534       mus_830   0.3984                           Owers_2011    -99.000    -99.000    -99.000 
 3.6054716  -30.4872252      mus_8309   0.5003                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5891315  -30.1789204       mus_831   0.6926                           Owers_2011    -99.000    -99.000    -99.000 
 3.6112990  -30.4868226      mus_8314   0.2713                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
