#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5185730  -30.3679250         21486   4.4540                            ASTRODEEP     25.091     25.018     25.298 
 3.5559705  -30.3687143         21494   5.9362                                  ALT    -99.000     27.346     27.461 
 3.5312780  -30.3666580         21499   0.3030                            ASTRODEEP     21.918     21.017     22.007 
 3.5955190  -30.3688190         21531   6.3010                            ASTRODEEP    -99.000     28.564     28.670 
 3.5362620  -30.3603750         21532   1.8910                            ASTRODEEP     25.085     22.142     19.793 
 3.6114447  -30.3683720         21557   5.6263                                  ALT    -99.000     27.544     27.296 
 3.6158001  -30.3677550         21583   0.8733                                  ALT    -99.000     23.508     23.828 
 3.5873601  -30.3664969         21593   5.7287                                  DJA    -99.000     22.608     22.184 
 3.5990686  -30.3683911         21607   2.6744                                  ALT    -99.000     25.631     26.136 
 3.5428472  -30.3679154         21638   0.7525                                  ALT    -99.000     21.218     22.505 
 3.6032040  -30.3682990         21688   5.0790                            ASTRODEEP    -99.000     29.114     28.811 
 3.5810626  -30.3680647         21692   1.8555                                  ALT    -99.000     25.728     26.714 
 3.5559711  -30.3671758         21706   2.9853                                  ALT    -99.000     23.967     24.364 
 3.5305410  -30.3659840         21712   3.2550                            ASTRODEEP     24.248     23.537     23.871 
 3.5822511  -30.3664995         21715   2.3949                                  ALT    -99.000     22.468     22.240 
 3.5798190  -30.3682245         21731   4.3084                                  ALT    -99.000     29.148     29.528 
 3.5499150  -30.3679270         21748   2.2540                            ASTRODEEP    -99.000     26.832     27.150 
 3.6102636  -30.3674651         21774   2.3280                                  ALT    -99.000     24.653     24.574 
 3.5912490  -30.3678190         21795   6.3740                            ASTRODEEP    -99.000     28.003     27.385 
 3.5911308  -30.3676534         21798   4.0261                                  ALT    -99.000     26.274     26.695 
 3.5831740  -30.3662040         21814   2.5860                            ASTRODEEP    -99.000     24.406     24.667 
 3.6093160  -30.3678610         21824   4.4690                            ASTRODEEP    -99.000     28.891     28.700 
 3.5358190  -30.3638690         21825   0.3070                            ASTRODEEP     20.507     19.665     20.614 
 3.5524190  -30.3645420         21857   0.3110                            ASTRODEEP    -99.000     21.250     22.306 
 3.5273860  -30.3664290         21862   0.3070                            ASTRODEEP     21.985     21.194     22.160 
 3.5285173  -30.3674978         21881   2.8274                                  DJA     27.625     27.594     28.194 
 3.5478570  -30.3662750         21885   3.9010                            ASTRODEEP    -99.000     23.663     23.780 
 3.5233928  -30.3666320         21897   5.0288                                  ALT     26.207     25.657     24.951 
 3.5514790  -30.3667700         21906   0.7780                            ASTRODEEP    -99.000     24.136     24.509 
 3.5230290  -30.3663090         21927   0.6890                            ASTRODEEP     23.975     23.774     24.332 
 3.5342320  -30.3655190         21938   2.3040                            ASTRODEEP     24.971     24.252     24.635 
 3.5301690  -30.3649320         21957   2.4970                            ASTRODEEP     23.348     23.303     23.494 
 3.5293270  -30.3648260         21972   0.3070                            ASTRODEEP     20.961     20.115     21.093 
 3.5185902  -30.3662164         21983   5.0334                                  ALT     24.556     24.229     23.725 
 3.5902047  -30.3654759         21993   2.6548                                  ALT    -99.000     22.979     22.158 
 3.5822721  -30.3670381         22015   4.3120                                  ALT    -99.000     25.872     25.577 
 3.5909697  -30.3671439         22022   2.6734                                  ALT    -99.000     25.676     26.557 
 3.6119426  -30.3671726         22037   4.8901                                  ALT    -99.000     27.964     28.261 
 3.5258680  -30.3626850         22044   0.6890                            ASTRODEEP     23.266     22.992     23.618 
 3.6074889  -30.3668847         22050   2.1524                                  ALT    -99.000     24.306     24.403 
 3.5914189  -30.3659307         22054   1.8630                                  ALT    -99.000     23.197     23.159 
 3.5905730  -30.3667730         22098   3.7873                                  ALT    -99.000     25.968     26.004 
 3.6184830  -30.4482830           221   0.2980                            ASTRODEEP     20.901     20.239     21.080 
 3.6012440  -30.3669390         22124   2.1730                            ASTRODEEP    -99.000     27.173     27.263 
 3.5902450  -30.4354700          2213   1.3420                            ASTRODEEP     25.492     24.825     24.774 
 3.6129516  -30.3669440         22142   3.8951                                  ALT    -99.000     28.019     28.394 
 3.5295027  -30.3611497         22148   1.8093                                  ALT     24.737     22.263     21.342 
 3.5195332  -30.3652830         22153   0.3102                   MUSE_DDT_Caminha22     23.167     22.405     23.388 
 3.5784530  -30.3568850         22176   0.3010                            ASTRODEEP    -99.000     16.146     17.037 
 3.6043723  -30.3666636         22193   2.0885                              UNCOVER    -99.000     26.741     26.893 
 3.5609173  -30.3666553         22200   2.3136                                  ALT    -99.000     28.408     29.403 
 3.5536750  -30.3655850         22205   1.3620                            ASTRODEEP    -99.000     23.922     23.791 
 3.5149246  -30.3656498         22217   1.6516                                  DJA     25.357     25.255     25.194 
 3.6020850  -30.3668570         22220   4.4170                            ASTRODEEP    -99.000     28.568     28.578 
 3.5465460  -30.3650297         22232   0.9600                                  ALT    -99.000     22.853     23.213 
 3.5232016  -30.3629247         22236   2.5850                                  ALT     25.067     21.919     21.016 
 3.5755310  -30.3636950         22241   0.2940                            ASTRODEEP    -99.000     18.579     19.527 
 3.5240280  -30.3647120       22254_a   0.7810                            ASTRODEEP     25.530     22.944     21.631 
 3.5240303  -30.3647080       22254_b   2.5675                                  ALT     25.530     22.944     21.631 
 3.5583799  -30.3668361         22255   4.7980                                  ALT    -99.000     30.130     30.252 
 3.5511340  -30.3663480         22277   0.2550                            ASTRODEEP    -99.000     25.978     27.075 
 3.5359547  -30.3665467         22298   3.1405                   MUSE_DDT_Caminha22    -99.000     28.678     29.889 
 3.5946440  -30.3664010         22334   3.8810                            ASTRODEEP    -99.000     26.645     26.841 
 3.6073827  -30.3658209         22352   0.2030                              UNCOVER    -99.000     24.648     25.724 
 3.6026395  -30.3660184         22379   5.6634                                  ALT    -99.000     27.433     27.437 
 3.5926995  -30.3662879         22397   6.8255                                  ALT    -99.000     28.177     28.021 
 3.5464196  -30.3662440         22402   0.0000                                  DJA    -99.000     29.110     27.278 
 3.5504760  -30.3662270         22403   0.2550                            ASTRODEEP    -99.000     26.533     27.612 
 3.5211649  -30.3606629         22436   1.5294                                  ALT     24.262     21.136     19.475 
 3.5216280  -30.3627850         22444   0.3070                            ASTRODEEP     22.046     21.196     22.140 
 3.5805930  -30.3597540         22457   0.3020                            ASTRODEEP    -99.000     18.528     19.439 
 3.5961286  -30.3632164         22481   1.3490                                  ALT    -99.000     21.653     21.048 
 3.5851250  -30.3623060         22511   0.3032                           Owers_2011    -99.000     19.202     20.161 
 3.4999660  -30.3596050         22525   0.3170                            ASTRODEEP     19.783     18.753     19.581 
 3.5430120  -30.3652620         22527   1.5760                            ASTRODEEP    -99.000     25.247     25.118 
 3.5201460  -30.3651480         22535   4.5190                            ASTRODEEP     26.422     26.374     26.824 
 3.5202090  -30.3607080         22544   1.1380                            ASTRODEEP     23.501     22.323     21.921 
 3.5917688  -30.3638049         22548   1.3377                                  ALT    -99.000     21.738     20.764 
 3.5771770  -30.3525490         22559   0.3010                            ASTRODEEP    -99.000     17.299     18.180 
 3.5997481  -30.3644648         22567   1.0063                                  ALT    -99.000     22.641     22.678 
 3.5997773  -30.3651458         22569   2.6779                                  ALT    -99.000     24.401     24.535 
 3.5861607  -30.4337142          2257   2.5810                                  ALT     24.292     22.506     21.292 
 3.6001190  -30.3658140         22596   6.7720                            ASTRODEEP    -99.000     29.283     28.270 
 3.5766446  -30.3657939         22607   5.0165                                  ALT    -99.000     28.276     28.074 
 3.5700000  -30.3626380         22611   0.2993                         Boschin_2006    -99.000     18.875     19.827 
 3.5228256  -30.3608290         22616   2.6531                                  ALT     27.767     23.964     22.031 
 3.5759559  -30.3654525         22638   5.6125                                  ALT    -99.000     26.578     26.319 
 3.5198610  -30.3655059         22649   2.4945                                  DJA     27.226     27.176     27.672 
 3.5911280  -30.3654090         22682   1.3400                            ASTRODEEP    -99.000     26.949     26.880 
 3.5917850  -30.4360308          2271   4.3903                                  DJA     27.234     27.341     27.802 
 3.5296480  -30.3648460         22757   2.5010                            ASTRODEEP     23.619     22.308     21.494 
 3.5256822  -30.3633740         22766   5.0305                                  ALT     25.690     25.821     25.301 
 3.5488570  -30.3651880         22768   2.9800                            ASTRODEEP    -99.000     26.046     26.662 
 3.5211786  -30.3650325         22784   5.9719                                  ALT     27.260     27.114     26.967 
 3.5236532  -30.3643663         22785   2.5852                                  ALT     25.343     23.428     22.690 
 3.6104634  -30.3653809         22789   4.7075                                  ALT    -99.000     28.164     27.901 
 3.5832550  -30.4322740          2279   0.2940                            ASTRODEEP     20.347     19.432     20.294 
 3.5889520  -30.3630250         22803   2.4990                            ASTRODEEP    -99.000     23.175     22.656 
 3.5680830  -30.3584440         22815   0.3094                           Owers_2011    -99.000     18.850     19.799 
 3.5595430  -30.3653370         22827   3.2760                            ASTRODEEP    -99.000     29.119     29.197 
 3.5905888  -30.3653542         22828   6.7712                                  ALT    -99.000     30.165     28.888 
 3.5482970  -30.3652010         22846   3.9080                            ASTRODEEP    -99.000     27.653     27.950 
 3.5243080  -30.3643440         22852   0.8900                            ASTRODEEP     24.591     23.028     22.868 
 3.5365122  -30.3652557         22866   4.5224                                  ALT    -99.000     29.144     29.497 
 3.5132086  -30.3638793         22872   3.8904                                  ALT     24.690     23.973     23.690 
 3.5305610  -30.3643060         22902   0.5390                            ASTRODEEP     25.124     24.881     25.565 
 3.5240034  -30.3642509         22919   2.5846                                  ALT     24.799     23.205     22.567 
 3.6123850  -30.3650350         22925   2.8360                            ASTRODEEP    -99.000     27.370     27.660 
 3.5830285  -30.3636191         22959   1.6125                                  ALT    -99.000     23.492     23.278 
 3.5807220  -30.3639399         22962   2.2423                                  ALT    -99.000     23.323     23.074 
 3.5270975  -30.3612193         22969   2.5020                                  ALT     24.359     23.061     22.640 
 3.6021629  -30.3644363         22983   3.8985                                  ALT    -99.000     25.325     25.573 
 3.6130958  -30.3646216         22989   5.5219                                  ALT    -99.000     26.383     26.364 
 3.6071830  -30.3648120         22991   6.3510                            ASTRODEEP    -99.000     28.184     27.802 
 3.5161240  -30.3643890         23063   4.0970                            ASTRODEEP     26.163     25.976     26.216 
 3.5481360  -30.3620234         23077   1.8562                                  ALT    -99.000     22.774     22.284 
 3.5931627  -30.3635300         23096   4.7008                                  ALT    -99.000     24.388     24.981 
 3.5253350  -30.3629480         23122   0.2990                            ASTRODEEP     22.247     21.616     22.610 
 3.5381750  -30.3639140         23156   2.5940                            ASTRODEEP    -99.000     25.903     25.975 
 3.5487845  -30.3642046         23159   6.2384                                  ALT    -99.000     27.476     27.542 
 3.5316270  -30.3642750         23198   1.6120                            ASTRODEEP     27.335     27.238     27.546 
 3.6067585  -30.3624840         23213   1.8531                                  ALT    -99.000     22.377     21.316 
 3.6002580  -30.3642820         23215   5.6670                            ASTRODEEP    -99.000     28.244     27.768 
 3.5990300  -30.3597180         23228   1.3600                            ASTRODEEP    -99.000     20.986     19.468 
 3.6006040  -30.3627150         23232   2.4970                            ASTRODEEP    -99.000     23.939     21.681 
 3.5289412  -30.3638153         23246   2.5636                              UNCOVER     30.354     27.065     26.786 
 3.5529210  -30.3641560         23248   5.5300                            ASTRODEEP    -99.000     28.390     28.468 
 3.6029740  -30.3636040         23252   0.2440                            ASTRODEEP    -99.000     23.773     24.872 
 3.5465180  -30.3610640       23260_a   2.0140                            ASTRODEEP    -99.000     23.281     21.633 
 3.5467040  -30.3614618       23260_b   3.9306                                  ALT    -99.000     23.281     21.633 
 3.5326102  -30.3634013         23263   1.1552                              UNCOVER     26.018     24.815     24.907 
 3.5886377  -30.3639786         23283   1.6263                              UNCOVER    -99.000     26.240     26.186 
 3.5540920  -30.3636170         23299   5.7740                            ASTRODEEP    -99.000     27.321     26.691 
 3.5733046  -30.3641218         23307   4.3124                                  ALT    -99.000     28.618     29.324 
 3.5439230  -30.3631097         23325   3.9746                                  ALT    -99.000     24.512     24.875 
 3.5298636  -30.3638525         23336   2.4997                                  DJA     28.008     27.460     27.764 
 3.6053704  -30.3631472         23350   4.7976                                  ALT    -99.000     25.951     25.904 
 3.5070102  -30.3633702         23365   3.1532                                  DJA     26.504     25.595     25.826 
 3.6052207  -30.3628414         23398   2.3301                                  ALT    -99.000     23.935     23.426 
 3.4864893  -30.3599411         23401   1.1072                                  DJA     24.171     21.913     20.626 
 3.5946860  -30.3632943         23402   5.0418                                  ALT    -99.000     25.918     25.854 
 3.5074994  -30.3632470         23410   5.0671                                  DJA     27.168     26.925     26.470 
 3.6108777  -30.3637375         23423   4.3300                                  ALT    -99.000     28.479     29.062 
 3.6052561  -30.3636749         23442   4.2337                                  ALT    -99.000     28.033     28.806 
 3.5477730  -30.3628250         23447   1.8600                            ASTRODEEP    -99.000     24.573     25.192 
 3.5280490  -30.3619210         23504   1.2260                            ASTRODEEP     23.464     23.089     23.089 
 3.5531121  -30.3623715         23524   2.3086                                  ALT    -99.000     23.374     23.176 
 3.5490940  -30.3633220         23547   2.3130                            ASTRODEEP    -99.000     28.398     29.127 
 3.5251811  -30.3627046         23553   2.5004                                  ALT     25.273     24.694     24.887 
 3.6008160  -30.4267300          2356   0.3010                            ASTRODEEP     19.137     18.090     18.953 
 3.5418942  -30.3624398         23568   3.9806                                  ALT    -99.000     25.011     25.367 
 3.5269530  -30.3568670         23596   0.3070                            ASTRODEEP     20.064     19.116     20.065 
 3.6125260  -30.3630900         23599   2.3410                            ASTRODEEP    -99.000     27.989     27.939 
 3.6097481  -30.3611719         23649   0.0001                           Owers_2011    -99.000     19.711     21.063 
 3.5819300  -30.3623551         23654   2.1816                                  ALT    -99.000     23.613     23.251 
 3.5364272  -30.3626845         23657   4.4811                                  ALT     28.727     29.033     29.082 
 3.5321480  -30.3603800         23664   0.3150                            ASTRODEEP     19.398     18.290     19.211 
 3.5539555  -30.3628625         23683   5.7727                                  ALT    -99.000     28.194     27.454 
 3.6099846  -30.3619519         23687   3.8958                                  ALT    -99.000     25.529     25.908 
 3.5789820  -30.3625920         23691   6.2560                            ASTRODEEP    -99.000     25.687     24.598 
 3.5919255  -30.3630644         23694   6.2479                                  ALT    -99.000     28.625     28.292 
 3.5899001  -30.3629938         23695   6.1109                                  ALT    -99.000     28.618     28.332 
 3.5761360  -30.3589630         23698   0.3020                            ASTRODEEP    -99.000     18.277     19.137 
 3.4883658  -30.3627308         23699   5.1189                                  DJA     27.776     27.656     27.413 
 3.5175710  -30.3614740         23727   1.4470                            ASTRODEEP     25.267     24.467     24.361 
 3.5304945  -30.3588654         23731   2.4922                                  ALT     23.960     22.928     22.308 
 3.5902220  -30.3623048         23745   1.0102                                  ALT    -99.000     24.901     25.270 
 3.6138927  -30.3596695         23755   0.3052        Owers_2011,Braglia_2009_VIMOS    -99.000     19.703     20.648 
 3.5589260  -30.3624240         23759   4.2810                            ASTRODEEP    -99.000     26.186     26.387 
 3.6056080  -30.3626756         23766   1.0048                                  ALT    -99.000     26.463     27.007 
 3.5997191  -30.3605337         23773   2.3083                                  ALT    -99.000     24.002     23.938 
 3.5318080  -30.3598660         23778   0.2970                            ASTRODEEP     19.341     18.310     19.280 
 3.5566872  -30.3614052         23799   2.7406                                  ALT    -99.000     23.686     23.947 
 3.5943120  -30.3625090         23849   5.6760                            ASTRODEEP    -99.000     28.011     27.992 
 3.5291734  -30.3604906         23850   1.6088                                  ALT     23.974     23.678     23.563 
 3.5341513  -30.3624799         23857   0.2853                              UNCOVER     27.960     27.056     27.940 
 3.5839291  -30.3621169         23861   6.7687                                  ALT    -99.000     26.622     26.353 
 3.6014150  -30.3614663         23902   0.3147                              UNCOVER    -99.000     24.980     26.032 
 3.5072736  -30.3607462         23929   2.3858                                  DJA     25.652     25.078     25.035 
 3.5997540  -30.3623090         23933   3.8970                            ASTRODEEP    -99.000     28.164     27.838 
 3.5247800  -30.3608020         23937   0.8920                            ASTRODEEP     24.448     23.918     24.236 
 3.5584780  -30.3619142         23955   4.2705                                  ALT    -99.000     25.677     26.063 
 3.5312510  -30.3607790       23977_a   0.2920                            ASTRODEEP     21.149     20.290     21.265 
 3.5312335  -30.3607865       23977_b   0.3180                                  DJA     21.149     20.290     21.265 
 3.5312335  -30.3607865       23977_c   0.2397                              UNCOVER     21.149     20.290     21.265 
 3.5919430  -30.3620650         23993   2.3020                            ASTRODEEP    -99.000     26.266     26.505 
 3.5491830  -30.3618620         23994   2.5900                            ASTRODEEP    -99.000     26.879     27.536 
 3.6131670  -30.3621760         23995   5.8420                            ASTRODEEP    -99.000     29.430     29.311 
 3.5306810  -30.3605700         23998   0.3070                            ASTRODEEP     22.464     21.658     22.642 
 3.6096690  -30.3620260         24003   2.0050                            ASTRODEEP    -99.000     27.284     27.388 
 3.5307450  -30.3599750         24005   0.8950                            ASTRODEEP     22.700     22.409     22.828 
 3.5094185  -30.3602464         24061   3.3539                                  DJA     25.082     23.575     22.643 
 3.6022832  -30.3618887         24120   5.9928                                  ALT    -99.000     27.718     28.116 
 3.5528704  -30.3611712         24122   2.3097                                  ALT    -99.000     24.416     24.671 
 3.6076480  -30.3618410         24126   4.8010                            ASTRODEEP    -99.000     27.923     28.383 
 3.5866293  -30.3618144         24144   1.4169                              UNCOVER    -99.000     27.959     28.281 
 3.5716483  -30.3614857         24150   4.4155                                  ALT    -99.000     26.080     26.482 
 3.5937556  -30.3618226         24154   4.7975                                  ALT    -99.000     28.720     29.284 
 3.6097548  -30.3603275         24169   2.3823                                  ALT    -99.000     24.881     24.939 
 3.5488089  -30.3610072         24192   1.8214                                  ALT    -99.000     24.718     25.084 
 3.5487250  -30.3614384         24283   5.7861                                  DJA    -99.000     28.501     28.577 
 3.5236800  -30.3591863         24284   2.3873                                  ALT     26.197     23.151     21.772 
 3.5994562  -30.3612497         24306   0.2600                              UNCOVER    -99.000     25.942     27.054 
 3.5794030  -30.3583570         24307   0.3050                            ASTRODEEP    -99.000     19.104     20.003 
 3.5452915  -30.3609201         24339   4.7404                                  ALT    -99.000     27.456     27.451 
 3.6000582  -30.3597258         24391   4.4556                                  ALT    -99.000     25.727     25.643 
 3.5725592  -30.3613306         24394   6.3892                                  ALT    -99.000     30.259     29.458 
 3.5430990  -30.3605350         24397   2.0100                            ASTRODEEP    -99.000     23.661     23.795 
 3.5924099  -30.3608112         24405   3.8942                                  ALT    -99.000     26.694     26.621 
 3.5634080  -30.3522570         24418   0.3100                            ASTRODEEP    -99.000     17.373     18.252 
 3.5948000  -30.3607230         24422   3.0040                            ASTRODEEP    -99.000     25.292     25.453 
 3.5141689  -30.3605732         24438   5.8262                                  ALT     27.476     27.254     26.941 
 3.5882497  -30.3604451         24546   4.2713                                  ALT    -99.000     26.150     26.634 
 3.5965103  -30.3605751         24555   3.9646                                  ALT    -99.000     28.040     28.642 
 3.5844030  -30.3544950         24579   0.2940                            ASTRODEEP    -99.000     18.035     18.892 
 3.6098460  -30.3599200         24582   2.3830                            ASTRODEEP    -99.000     24.292     24.046 
 3.5182930  -30.3607040         24588   3.3480                            ASTRODEEP     28.146     27.859     28.847 
 3.5404830  -30.3592360         24589   2.7240                            ASTRODEEP     27.965     25.364     22.726 
 3.5325570  -30.3587270         24595   2.4940                            ASTRODEEP     24.545     22.431     21.713 
 3.5528857  -30.3589743         24598   2.1867                                  ALT    -99.000     22.606     22.450 
 3.6003360  -30.3606840         24604   6.2520                            ASTRODEEP    -99.000     28.813     28.873 
 3.5965597  -30.3604784         24644   5.6629                                  ALT    -99.000     27.562     27.509 
 3.5871559  -30.3597792         24647   3.8973                                  ALT    -99.000     24.889     24.871 
 3.5828260  -30.3602920         24651   6.7650                            ASTRODEEP    -99.000     27.270     26.894 
 3.4851066  -30.3606006         24657   3.4561                                  DJA     29.328     28.355     28.474 
 3.5948069  -30.3604062         24658   6.3618                                  ALT    -99.000     27.206     27.153 
 3.5925406  -30.3602926         24674   3.9624                                  ALT    -99.000     25.864     25.936 
 3.5589259  -30.3596667         24675   4.2636                                  ALT    -99.000     25.824     25.780 
 3.5204122  -30.3593079         24678   5.0278                                  ALT     24.567     24.469     24.094 
 3.4983835  -30.3587312         24695   1.4930                                  DJA     24.731     24.145     23.872 
 3.5938489  -30.3566278         24738   0.7071                                  ALT    -99.000     20.435     19.038 
 3.5876448  -30.3548978         24747   3.5539                         MUSE_Matthee    -99.000     21.254     21.046 
 3.5428743  -30.3589789         24758   3.9614                                  ALT    -99.000     24.443     24.465 
 3.5998781  -30.4294779          2476   0.0002        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5271220  -30.3601850         24766   5.0330                            ASTRODEEP     30.071     29.657     29.171 
 3.5520620  -30.3601500         24773   8.6070                            ASTRODEEP    -99.000     27.938     27.075 
 3.4847395  -30.3603310         24784   3.1437                                  DJA     28.413     28.909     29.369 
 3.5669270  -30.3568992         24840   0.6893                                  ALT    -99.000     21.576     21.986 
 3.5949700  -30.3598451         24841   3.9638                                  ALT    -99.000     26.350     26.426 
 3.6022110  -30.3599960         24854   3.8950                            ASTRODEEP    -99.000     27.203     27.941 
 3.6029190  -30.3596090         24855   2.6890                            ASTRODEEP    -99.000     24.498     25.229 
 3.5106560  -30.3581464         24861   1.1768                                  DJA     22.330     21.373     21.035 
 3.5338819  -30.3597734         24866   6.3834                                  ALT    -99.000     28.902     28.847 
 3.5597281  -30.3587575         24886   5.7966                                  ALT    -99.000     25.144     26.033 
 3.5603785  -30.3600074         24891   4.0376                                  ALT    -99.000     29.300     29.731 
 3.5557676  -30.3583647         24894   1.8543                                  ALT    -99.000     23.040     21.733 
 3.5901160  -30.3597350         24910  10.2220                            ASTRODEEP    -99.000     26.564     26.929 
 3.5133740  -30.3595243         24931   4.3127                                  ALT    -99.000     27.772     27.820 
 3.5571745  -30.3596110         24935   5.9249                                  ALT    -99.000     27.850     27.423 
 3.5485820  -30.3561090         24940   0.3190                            ASTRODEEP    -99.000     18.396     19.199 
 3.5332370  -30.3577270         24943   0.3070                            ASTRODEEP     21.904     21.091     22.103 
 3.6045930  -30.3596480         24944   3.5930                            ASTRODEEP    -99.000     27.344     27.775 
 3.5241670  -30.3587470         24979   4.7000                            ASTRODEEP     26.381     26.111     26.210 
 3.5564853  -30.3595811         24986   6.7218                                  ALT    -99.000     27.718     27.752 
 3.5909046  -30.3590932         25015   2.3262                                  ALT    -99.000     25.610     25.974 
 3.6118350  -30.4217370          2502   1.0230                            ASTRODEEP     21.488     19.326     19.061 
 3.5524241  -30.3591505         25040   3.9602                                  ALT    -99.000     26.176     26.209 
 3.5708280  -30.3586000         25047   0.2480                            ASTRODEEP    -99.000     23.901     24.977 
 3.5524517  -30.3587501         25050   3.9629                                  ALT    -99.000     25.686     25.751 
 3.5443840  -30.3591890         25051   6.8080                            ASTRODEEP    -99.000     26.532     26.581 
 3.5928754  -30.3594606         25066   3.8964                                  ALT    -99.000     28.729     28.898 
 3.6080240  -30.3593800         25067   4.7940                            ASTRODEEP    -99.000     28.115     28.462 
 3.5512368  -30.3593878         25084   3.9980                                  ALT    -99.000     28.122     28.836 
 3.5255401  -30.3578065         25102   3.1672                   MUSE_DDT_Caminha22     23.477     23.040     23.953 
 3.5337650  -30.3578270         25106   1.3670                            ASTRODEEP     24.287     23.861     23.994 
 3.5854407  -30.3582549         25112   2.6551                                  ALT    -99.000     22.896     22.687 
 3.6091338  -30.3592170         25119   4.7102                                  ALT    -99.000     28.291     28.482 
 3.5562944  -30.3584437         25124   2.8584                                  ALT    -99.000     24.585     24.382 
 3.5222818  -30.3583586         25151   5.0260                                  ALT     26.224     25.878     25.182 
 3.5593004  -30.3582098         25153   2.1880                                  ALT    -99.000     23.255     22.302 
 3.5623698  -30.3588093         25178   0.6758                                  ALT    -99.000     27.100     27.727 
 3.5818642  -30.3517866       25200_a   2.2427                                  ALT    -99.000     20.058     21.114 
 3.5816228  -30.3516004       25200_b   1.0330                         MUSE_Matthee    -99.000     20.058     21.114 
 3.5135481  -30.3588680         25225   3.2267                                  DJA     28.890     28.491     29.097 
 3.6106030  -30.3589570         25232   6.5630                            ASTRODEEP    -99.000     28.522     28.573 
 3.5382020  -30.3585510         25239   3.1570                            ASTRODEEP     28.598     27.297     27.560 
 3.5868922  -30.3588923         25264   3.9636                                  ALT    -99.000     28.214     29.708 
 3.6019500  -30.3585040         25296   5.6570                            ASTRODEEP    -99.000     28.018     27.298 
 3.5507722  -30.3576556         25309   3.8937                                  ALT    -99.000     24.623     24.643 
 3.5530880  -30.3581653         25347   1.1052                                  ALT    -99.000     24.005     23.950 
 3.5300050  -30.3580150         25363   4.9600                            ASTRODEEP     27.390     27.247     24.889 
 3.5738109  -30.3568577         25382   2.4946                                  ALT    -99.000     22.351     21.596 
 3.5926045  -30.3561394         25392   2.3842                                  ALT    -99.000     22.892     21.044 
 3.5883447  -30.3583228         25414   1.9899                                  ALT    -99.000     26.376     27.452 
 3.5803715  -30.3544521         25420   0.7439                                  ALT    -99.000     20.838     21.112 
 3.6078377  -30.3576191         25432   2.7042                                  ALT    -99.000     23.990     23.930 
 3.5960400  -30.3526260         25433   0.2540                            ASTRODEEP    -99.000     18.042     19.056 
 3.5333050  -30.3549880       25467_a   0.2640                            ASTRODEEP     21.909     21.194     22.173 
 3.5333014  -30.3549894       25467_b   0.3078                                  DJA     21.909     21.194     22.173 
 3.5477848  -30.3583096         25493   4.7979                                  ALT    -99.000     29.482     30.290 
 3.5260430  -30.3581296         25513   3.9951                                  ALT     29.121     28.880     29.507 
 3.5548839  -30.3581568         25536   4.7025                                  ALT    -99.000     29.398     29.627 
 3.6091380  -30.3568350         25547   1.0620                            ASTRODEEP    -99.000     24.089     24.282 
 3.5384920  -30.3579510         25554   3.8980                            ASTRODEEP     28.524     28.358     28.888 
 3.5670272  -30.3564542         25560   0.6895                                  ALT    -99.000     22.108     22.522 
 3.6052560  -30.3579380         25572   7.5890                            ASTRODEEP    -99.000     27.957     27.931 
